system:index,mangrove_1996_area,mangrove_2020_area,mangrove_gain,mangrove_loss,reef_1996_area,reef_2020_area,reef_gain,reef_loss,seagrass_1996_area,seagrass_2020_area,seagrass_gain,seagrass_loss,1996_0.0,1996_0.5,1996_1.0,1996_1.5,2020_0.0,2020_0.5,2020_1.0,2020_1.5,total_loss,total_gain,per_loss,per_gain,percent_loss,percent_gain,seascape_size
"-1,954,374",0,0,0,0,4.266629162,1.954968474,0.934647556,3.246308244,2.503232598,1.162064387,0.895912841,2.237081052,SR,SR,SR,SR,SR,SR,SR,SR,5.483389296,1.830560396,80.9970645,27.03984898,21.93355718,7.322241585,25
"-1,953,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,952,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,951,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,950,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,949,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,948,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,947,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,946,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,945,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,944,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,943,374",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,982,375",0,0,0,0,0,0,0,0,0,0.307490713,0.307490713,0,N,N,N,N,S,S,S,N,0,0.307490713,#DIV/0!,#DIV/0!,0,1.229962851,25
"-1,981,375",0,0,0,0,0,0,0,0,0,0.004282465,0.004282465,0,N,N,N,N,S,N,N,N,0,0.004282465,#DIV/0!,#DIV/0!,0,0.017129858,25
"-1,980,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,979,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,978,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,977,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,976,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,975,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,974,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,973,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,972,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,971,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,970,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,969,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,968,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,967,375",0.008279194,0.008279194,0,0,0,0,0,0,0,0,0,0,M,N,N,N,M,N,N,N,0,0,0,0,0,0,25
"-1,966,375",1.567856769,1.520752004,0.005138786,0.052243552,0,0,0,0,0.167020195,1.483692506,1.460567727,0.143895416,MS,MS,M,M,MS,MS,MS,MS,0.196138967,1.465706513,11.30564133,84.48475272,0.78455587,5.862826052,25
"-1,965,375",0,0,0,0,0,0,0,0,0.428254832,3.416835785,3.338322371,0.349741418,S,S,S,S,S,S,S,S,0.349741418,3.338322371,81.6666601,779.5177361,1.398965671,13.35328948,25
"-1,964,375",0,0,0,0,0,0,0,0,0.023981512,2.944337085,2.93748488,0.017129307,S,N,N,N,S,S,S,S,0.017129307,2.93748488,71.4271352,12248.95611,0.068517229,11.74993952,25
"-1,963,375",0,0,0,0,0.815422863,0.588427738,0.310913415,0.53790854,1.171152209,1.302158335,1.217363652,1.086357526,SR,SR,SR,SR,SR,SR,SR,SR,1.624266066,1.528277067,81.76212865,76.93024485,6.497064263,6.113108268,25
"-1,962,375",0.727961185,0.740236088,0.091923191,0.079648288,2.538664304,1.197081716,0.790251601,2.131834189,10.39176329,2.34659738,1.330431594,9.3755975,MSR,MSR,MSR,MSR,MSR,MSR,MSR,MSR,11.58707998,2.212606387,84.83489647,16.19961492,46.34831991,8.850425547,25
"-1,961,375",0,0,0,0,1.918234524,0.642360326,0.250377101,1.526251299,3.360683515,0.804714863,0.614675455,3.170644106,SR,SR,SR,SR,SR,SR,SR,SR,4.696895406,0.865052556,88.97458478,16.38692909,18.78758162,3.460210223,25
"-1,960,375",0,0,0,0,0,0,0,0,0.328899246,0,0,0.328899246,S,S,S,N,N,N,N,N,0.328899246,0,100,0,1.315596985,0,25
"-1,959,375",0,0,0,0,0,0,0,0,0.017985999,0,0,0.017985999,S,N,N,N,N,N,N,N,0.017985999,0,100,0,0.071943995,0,25
"-1,958,375",0,0,0,0,0,0,0,0,0.000856586,0,0,0.000856586,S,N,N,N,N,N,N,N,0.000856586,0,100,0,0.003426343,0,25
"-1,957,375",0,0,0,0,0,0,0,0,0.026551764,0,0,0.026551764,S,N,N,N,N,N,N,N,0.026551764,0,100,0,0.106207057,0,25
"-1,956,375",0,0,0,0,1.476156787,1.578557484,1.309612721,1.207212024,2.936967519,1.735901994,1.137478667,2.338544191,SR,SR,SR,SR,SR,SR,SR,SR,3.545756215,2.447091388,80.34571358,55.45031634,14.18302486,9.788365551,25
"-1,955,375",0,0,0,0,8.742294512,1.495669661,0.779084331,8.025709182,4.934241057,2.746968441,2.251651531,4.438924147,SR,SR,SR,SR,SR,SR,SR,SR,12.46463333,3.030735862,91.13882143,22.16011392,49.85853332,12.12294345,25
"-1,954,375",0,0,0,0,6.635817521,1.173693728,0.718327795,6.180451588,4.599244169,0.976403028,0.788546414,4.411387555,SR,SR,SR,SR,SR,SR,SR,SR,10.59183914,1.506874209,94.2748641,13.41224686,42.36735657,6.027496836,25
"-1,953,375",0,0,0,0,0.985448412,0.214102863,0.064230685,0.835576234,0.606628499,0.1984016,0.129032465,0.537259364,SR,SR,SR,SR,SR,SR,N,N,1.372835598,0.19326315,86.22922602,12.13905865,5.49134239,0.773052601,25
"-1,952,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,951,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,950,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,949,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,948,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,947,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,946,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,945,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,944,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,943,375",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,982,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,981,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,980,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,979,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,978,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,977,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,976,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,975,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,974,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,973,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,972,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,971,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,970,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,969,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,968,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,967,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,966,376",3.085211836,3.052671664,0.015414162,0.047954333,0,0,0,0,0.244054907,0.821786867,0.77640126,0.1986693,MS,MS,M,M,MS,MS,MS,MS,0.246623633,0.791815421,7.407746271,23.78347793,0.986494532,3.167261685,25
"-1,965,376",0.290535035,0.268844852,0.005707931,0.027398114,0,0,0,0,0.135018872,2.818337878,2.806919755,0.12360075,MS,MS,M,N,MS,MS,MS,S,0.150998864,2.812627686,35.48289923,660.9333482,0.603995454,11.25051074,25
"-1,964,376",0,0,0,0,0,0,0,0,0.131293126,1.466804138,1.458812674,0.123301662,S,S,N,N,S,S,S,S,0.123301662,1.458812674,93.9132655,1111.111235,0.493206649,5.835250697,25
"-1,963,376",0,0,0,0,0,0,0,0,0.088767949,1.269298287,1.266729463,0.086199125,S,N,N,N,S,S,S,S,0.086199125,1.266729463,97.10613568,1427.012201,0.344796499,5.066917853,25
"-1,962,376",0.761287028,0.807815959,0.076500795,0.029971864,2.105635666,1.063545676,0.740710298,1.782800289,9.854427964,2.626210346,1.389486493,8.617704111,MSR,MSR,MSR,MSR,MSR,MSR,MSR,MSR,10.43047626,2.206697586,81.99189332,17.34640955,41.72190505,8.826790344,25
"-1,961,376",0.074500573,0.073072819,0.012273777,0.013701531,2.415848162,0.91163444,0.567701099,2.071914821,8.939972886,1.078728875,0.529181167,8.390425178,MSR,SR,SR,SR,MSR,SR,SR,SR,10.47604153,1.109156044,91.65132773,9.703629353,41.90416612,4.436624174,25
"-1,960,376",0,0,0,0,0,0,0,0,0.798881777,0,0,0.798881777,S,S,S,S,N,N,N,N,0.798881777,0,100,0,3.195527107,0,25
"-1,959,376",0,0,0,0,0,0,0,0,0.098468341,0,0,0.098468341,S,N,N,N,N,N,N,N,0.098468341,0,100,0,0.393873362,0,25
"-1,958,376",0,0,0,0,0,0,0,0,0.000856338,0,0,0.000856338,S,N,N,N,N,N,N,N,0.000856338,0,100,0,0.003425352,0,25
"-1,957,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,956,376",0,0,0,0,0.005611845,0,0,0.005611845,0.134447712,0,0,0.134447712,SR,S,N,N,N,N,N,N,0.140059557,0,100,0,0.56023823,0,25
"-1,955,376",0,0,0,0,4.991993343,1.973791888,1.409191022,4.427392477,2.88545474,1.274487685,1.091805337,2.702772393,SR,SR,SR,SR,SR,SR,SR,SR,7.13016487,2.500996359,90.51363836,31.74881424,28.52065948,10.00398544,25
"-1,954,376",0,0,0,0,3.125219087,0.727279889,0.44526749,2.843206688,3.888850772,0.653080738,0.521778842,3.757548876,SR,SR,SR,SR,SR,SR,SR,SR,6.600755564,0.967046332,94.10735417,13.78723553,26.40302226,3.868185329,25
"-1,953,376",0,0,0,0,2.83302815,0.976197814,0.464972549,2.321802885,2.357153035,0.610838225,0.501229384,2.247544193,SR,SR,SR,SR,SR,SR,SR,SR,4.569347078,0.966201933,88.03829607,18.61595768,18.27738831,3.864807731,25
"-1,952,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,951,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,950,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,949,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,948,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,947,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,946,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,945,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,944,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,943,376",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,982,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,981,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,980,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,979,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,978,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,977,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,976,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,975,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,974,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,973,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,972,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,971,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,970,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,969,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,968,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,967,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,966,377",0.901266075,0.902978441,0.001712366,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,0,0.001712366,0,0.189995613,0,0.006849465,25
"-1,965,377",5.588589827,5.356857862,0.053366824,0.285098789,0,0,0,0,0.175500214,0.319032998,0.292495834,0.14896305,MS,MS,M,M,MS,MS,MS,M,0.434061839,0.345862658,7.530448621,6.000299363,1.736247358,1.383450634,25
"-1,964,377",0,0,0,0,0,0,0,0,0.31732885,2.87049687,2.820272528,0.267104508,S,S,S,N,S,S,S,S,0.267104508,2.820272528,84.17277786,888.7538993,1.068418033,11.28109011,25
"-1,963,377",0,0,0,0,0,0,0,0,0.008846361,1.191096869,1.190240805,0.007990297,S,N,N,N,S,S,S,S,0.007990297,1.190240805,90.32298139,13454.58099,0.031961188,4.760963218,25
"-1,962,377",0.224278391,0.237118013,0.065913076,0.053073455,2.154222195,0.822397355,0.518212344,1.850037184,5.146495984,2.343928294,1.685023934,4.487591624,MSR,MSR,SR,SR,MSR,MSR,SR,SR,6.390702263,2.269149354,84.92631463,30.15482244,25.56280905,9.076597417,25
"-1,961,377",0.002567969,0.002567969,0,0,2.982648254,1.349745304,0.879177149,2.512080099,9.953354803,2.651503918,1.728673405,9.03052429,MSR,SR,SR,SR,MSR,SR,SR,SR,11.54260439,2.607850554,89.2108129,20.15563039,46.17041756,10.43140222,25
"-1,960,377",0,0,0,0,0.313870031,0.074757567,0.033954816,0.27306728,1.07212277,0.084458669,0.057922778,1.045586879,SR,SR,SR,S,SR,N,N,N,1.318654158,0.091877594,95.14148681,6.629009468,5.274616633,0.367510376,25
"-1,959,377",0,0,0,0,0,0,0,0,0.005992592,0,0,0.005992592,S,N,N,N,N,N,N,N,0.005992592,0,100,0,0.023970368,0,25
"-1,958,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,957,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,956,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,955,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,954,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,953,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,952,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,951,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,950,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,949,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,948,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,947,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,946,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,945,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,944,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,943,377",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,982,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,981,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,980,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,979,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,978,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,977,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,976,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,975,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,974,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,973,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,972,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,971,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,970,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,969,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,968,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,967,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,966,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,965,378",1.530898142,1.528330636,0,0.002567506,0,0,0,0,1.101528493,1.292383268,0.833343038,0.642488263,MS,MS,MS,MS,MS,MS,MS,MS,0.645055769,0.833343038,24.50422589,31.6568381,2.580223075,3.33337215,25
"-1,964,378",0,0,0,0,0,0,0,0,0.077316536,3.555370383,3.549378961,0.071325114,S,N,N,N,S,S,S,S,0.071325114,3.549378961,92.25078837,4590.711308,0.285300454,14.19751584,25
"-1,963,378",0,0,0,0,0,0,0,0,0.228506347,1.570253882,1.553708289,0.211960754,S,S,N,N,S,S,S,S,0.211960754,1.553708289,92.75924139,679.9409773,0.847843016,6.214833155,25
"-1,962,378",0.13780561,0.172899642,0.071043081,0.035949049,2.923443876,2.28410597,1.185422957,1.824760863,3.458698034,2.829951605,2.392787643,3.021534072,MSR,MSR,SR,SR,MSR,MSR,SR,SR,4.882243984,3.649253681,74.88164543,55.97059899,19.52897594,14.59701473,25
"-1,961,378",0.492179921,0.553809855,0.097579349,0.035949415,2.708301605,1.408506187,0.764593004,2.064388422,12.92014442,2.85489754,1.250441094,11.31568797,MSR,MSR,MSR,MSR,MSR,MSR,MSR,MSR,13.41602581,2.112613447,83.22273499,13.1050336,53.66410323,8.450453786,25
"-1,960,378",0.486131073,0.441625152,0.014549385,0.059055306,1.971954103,1.146891158,0.724081524,1.549144469,5.130375773,2.310630368,1.325475102,4.145220507,MSR,MSR,MSR,MSR,MSR,MSR,MSR,MSR,5.753420282,2.064106011,75.81801265,27.20058817,23.01368113,8.256424045,25
"-1,959,378",0,0,0,0,0,0,0,0,0.027386228,0,0,0.027386228,S,N,N,N,N,N,N,N,0.027386228,0,100,0,0.109544912,0,25
"-1,958,378",0,0,0,0,0,0,0,0,0.005991476,0,0,0.005991476,S,N,N,N,N,N,N,N,0.005991476,0,100,0,0.023965904,0,25
"-1,957,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,956,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,955,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,954,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,953,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
"-1,952,378",0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,0,0,#DIV/0!,#DIV/0!,0,0,25
